UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Predicted_Value
1410,L48589,L,298.9,310.1,1466,42.5,187,0,No Failure
1220,M16079,M,296.9,308.1,1357,41.8,127,0,No Failure
1414,M16273,M,298.7,309.8,1528,36.7,197,0,No Failure
961,L48140,L,295.8,306.5,1534,37.9,88,0,No Failure
733,L47912,L,297.2,308.6,1924,22.1,163,0,No Failure
1258,L48437,L,297.5,308.9,1466,43.0,15,0,No Failure
1588,M16447,M,298.2,308.3,1448,43.3,199,0,No Failure
1359,M16218,M,298.7,310.1,1693,31.9,51,0,No Failure
643,M15502,M,297.8,309.4,1226,58.7,129,0,No Failure
1356,M16215,M,298.6,310.0,1681,35.5,44,0,No Failure
1577,L48756,L,298.3,308.4,1490,41.7,170,0,No Failure
590,L47769,L,297.6,309.4,1491,40.2,231,0,No Failure
829,L48008,L,296.5,307.3,1566,37.2,164,0,No Failure
1979,L49158,L,298.0,307.7,1442,43.6,148,0,No Failure
1340,M16199,M,298.6,310.2,1668,31.5,7,0,No Failure
1532,H30945,H,298.1,309.0,1438,41.4,60,0,No Failure
497,M15356,M,297.5,309.2,1530,40.0,206,0,No Failure
476,L47655,L,297.4,309.1,1380,41.1,152,0,No Failure
1711,L48890,L,298.2,307.8,1530,35.9,68,0,No Failure
424,L47603,L,297.3,308.3,1484,43.9,13,0,No Failure
807,M15666,M,297.0,307.9,1422,53.0,115,0,No Failure
710,M15569,M,297.6,308.8,1357,49.7,104,0,No Failure
477,L47656,L,297.4,309.0,1570,37.9,154,0,No Failure
1042,L48221,L,296.6,307.6,1809,25.1,86,0,No Failure
677,H30090,H,297.9,309.2,1577,34.7,5,0,No Failure
1262,H30675,H,297.6,309.0,1885,25.2,24,0,No Failure
1394,L48573,L,299.1,310.4,1594,33.3,147,0,No Failure
1139,L48318,L,296.9,307.9,1435,41.6,139,0,No Failure
542,L47721,L,297.4,309.4,1296,52.3,96,0,No Failure
376,L47555,L,297.4,308.2,1533,37.4,115,0,No Failure
1315,M16174,M,299.0,310.3,1635,34.5,168,0,No Failure
337,M15196,M,297.6,308.2,1995,20.5,10,0,No Failure
1922,L49101,L,298.1,307.9,1665,32.0,7,0,No Failure
1453,L48632,L,299.0,310.3,1584,34.4,83,0,No Failure
1298,L48477,L,298.8,309.9,1428,42.4,132,0,No Failure
6,M14865,M,298.1,308.6,1425,41.9,11,0,No Failure
1223,L48402,L,297.0,308.3,1399,59.0,135,0,No Failure
753,L47932,L,296.9,308.1,1422,48.7,215,0,No Failure
1000,L48179,L,296.3,307.1,1560,33.2,186,0,No Failure
485,L47664,L,297.4,309.0,1568,33.7,175,0,No Failure
709,M15568,M,297.6,308.8,1416,45.9,101,0,No Failure
1086,L48265,L,297.0,307.8,1385,56.4,202,1,Over Strain
73,L47252,L,298.9,309.1,1369,44.4,198,0,No Failure
1988,M16847,M,298.2,307.8,1599,31.2,173,0,No Failure
1510,L48689,L,298.0,308.5,1429,37.7,220,1,No Failure
254,L47433,L,298.0,308.2,1357,48.2,7,0,No Failure
743,L47922,L,296.8,308.2,1643,34.7,191,0,No Failure
1395,L48574,L,299.1,310.4,1527,44.0,149,0,No Failure
1216,L48395,L,296.8,307.9,1709,28.4,118,0,No Failure
603,L47782,L,297.9,309.8,2000,21.3,29,0,No Failure
452,H29865,H,297.5,308.6,1440,46.1,84,0,No Failure
1953,L49132,L,298.0,307.8,1266,60.5,81,0,No Failure
611,L47790,L,298.1,310.0,1534,33.7,47,0,No Failure
114,M14973,M,298.8,308.6,1486,41.9,92,0,No Failure
684,L47863,L,297.7,309.0,1874,24.4,28,0,No Failure
493,L47672,L,297.5,309.3,1404,43.5,195,0,No Failure
693,L47872,L,297.7,309.1,1479,42.1,58,0,No Failure
988,M15847,M,296.3,307.1,1534,33.8,151,0,No Failure
363,H29776,H,297.6,308.3,1640,30.9,79,0,No Failure
1911,H31324,H,298.0,307.7,1547,36.8,186,0,No Failure
214,L47393,L,298.4,308.7,1386,44.9,135,0,No Failure
1883,M16742,M,298.0,307.6,1581,43.4,113,0,No Failure
918,L48097,L,295.3,305.7,1475,51.0,187,0,No Failure
954,L48133,L,295.5,306.1,1650,32.8,67,0,No Failure
1095,L48274,L,296.9,307.5,1354,44.4,16,0,No Failure
1974,L49153,L,297.9,307.6,1747,25.3,136,0,No Failure
848,L48027,L,296.4,307.4,2833,5.6,213,1,No Failure
1191,L48370,L,297.2,308.4,1460,42.1,41,0,No Failure
1278,M16137,M,298.2,309.4,1408,46.5,76,0,No Failure
270,L47449,L,298.0,308.0,1524,37.0,49,0,No Failure
1892,L49071,L,297.7,307.4,1764,29.0,139,0,No Failure
644,M15503,M,297.8,309.4,1495,36.5,132,0,No Failure
714,L47893,L,297.4,308.6,1439,46.4,114,0,No Failure
1680,L48859,L,298.0,307.5,1792,27.9,217,0,No Failure
1720,L48899,L,298.2,307.7,1503,38.3,87,0,No Failure
1669,L48848,L,298.2,307.9,1551,34.1,190,0,No Failure
1693,M16552,M,298.1,307.6,1764,27.7,23,0,No Failure
134,M14993,M,298.7,308.4,1430,49.6,135,0,No Failure
1940,M16799,M,298.1,307.9,1303,53.9,52,0,No Failure
836,M15695,M,296.7,307.4,1533,32.5,182,0,No Failure
612,L47791,L,298.1,310.0,1553,40.9,49,0,No Failure
1246,M16105,M,297.1,308.4,1588,33.4,204,0,No Failure
724,M15583,M,297.4,308.9,1500,46.3,137,0,No Failure
1002,L48181,L,296.3,307.1,1662,32.9,190,0,No Failure
426,M15285,M,297.3,308.4,1665,28.9,17,0,No Failure
566,H29979,H,297.7,309.7,1570,35.8,160,0,No Failure
1564,L48743,L,298.2,308.3,1402,51.0,141,0,No Failure
1236,H30649,H,297.1,308.4,1654,31.4,171,0,No Failure
1406,L48585,L,298.9,310.1,1394,42.7,179,0,No Failure
1563,L48742,L,298.2,308.3,2216,16.8,139,0,No Failure
319,L47498,L,297.8,308.4,1512,39.9,181,0,No Failure
889,M15748,M,295.6,306.1,1651,28.1,110,0,No Failure
241,M15100,M,298.0,308.1,1339,51.6,197,0,No Failure
1498,L48677,L,298.0,308.7,1629,34.3,191,0,No Failure
504,M15363,M,297.6,309.2,1442,48.1,0,0,No Failure
1222,M16081,M,297.0,308.3,1399,46.4,132,0,No Failure
393,M15252,M,297.6,308.5,1490,43.4,154,0,No Failure
260,M15119,M,298.1,308.2,1420,63.9,19,1,Power Failure
322,L47501,L,297.8,308.4,1518,32.5,190,0,No Failure
731,M15590,M,297.3,308.6,1471,50.7,157,0,No Failure
864,L48043,L,296.0,306.7,1416,44.2,46,0,No Failure
1256,H30669,H,297.5,308.9,1419,50.7,7,0,No Failure
846,L48025,L,296.3,307.3,1439,41.5,208,0,No Failure
940,L48119,L,295.5,306.1,1488,40.7,31,0,No Failure
353,M15212,M,297.6,308.4,1507,46.0,51,0,No Failure
1732,M16591,M,298.3,307.9,1485,42.0,117,0,No Failure
715,L47894,L,297.4,308.6,1609,36.2,116,0,No Failure
1815,L48994,L,298.1,307.7,1650,34.1,138,0,No Failure
155,L47334,L,298.4,308.2,1528,36.2,196,0,No Failure
1875,L49054,L,298.4,308.1,1598,32.7,94,0,No Failure
1475,M16334,M,298.5,309.5,1366,61.9,130,0,No Failure
544,H29957,H,297.5,309.3,1563,36.1,100,0,No Failure
226,L47405,L,298.3,308.5,1362,53.8,164,0,No Failure
692,L47871,L,297.7,309.1,1563,39.3,56,0,No Failure
995,M15854,M,296.2,307.2,1168,63.4,172,0,No Failure
962,L48141,L,295.8,306.5,1493,40.5,90,0,No Failure
364,L47543,L,297.6,308.3,1438,47.8,84,0,No Failure
1184,L48363,L,297.3,308.4,1513,40.5,25,0,No Failure
1104,M15963,M,296.7,307.4,1540,38.7,45,0,No Failure
1730,M16589,M,298.3,307.7,1439,43.8,111,0,No Failure
1133,L48312,L,296.8,307.9,1271,61.4,125,0,No Failure
152,M15011,M,298.4,308.2,1463,37.6,188,0,No Failure
1389,H30802,H,298.9,310.1,1491,45.3,133,0,No Failure
1314,L48493,L,298.9,310.2,1359,56.9,166,0,No Failure
1168,L48347,L,297.0,308.1,1362,52.5,213,1,No Failure
369,L47548,L,297.5,308.4,1489,39.5,96,0,No Failure
100,L47279,L,298.8,308.8,1523,44.4,55,0,No Failure
959,L48138,L,295.8,306.4,1399,47.6,84,0,No Failure
1780,M16639,M,298.6,308.2,1488,44.0,43,0,No Failure
54,L47233,L,298.7,309.0,1565,35.1,152,0,No Failure
811,L47990,L,296.9,307.7,1550,39.7,124,0,No Failure
1816,M16675,M,298.1,307.6,1565,36.3,140,0,No Failure
908,M15767,M,295.6,306.1,1669,29.0,161,0,No Failure
984,L48163,L,296.2,306.9,1526,34.9,140,0,No Failure
631,L47810,L,298.3,310.0,1460,47.6,101,0,No Failure
438,L47617,L,297.3,308.3,1538,38.5,47,0,No Failure
938,L48117,L,295.6,306.2,1263,61.8,27,0,No Failure
294,H29707,H,298.1,308.5,1392,44.8,111,0,No Failure
1784,H31197,H,298.3,308.0,1553,41.0,52,0,No Failure
686,M15545,M,297.7,309.0,1636,29.7,32,0,No Failure
1046,H30459,H,296.4,307.5,1403,52.8,94,0,No Failure
1969,L49148,L,298.0,307.6,1281,50.8,122,0,No Failure
804,H30217,H,296.9,307.8,1549,37.8,104,0,No Failure
958,M15817,M,295.7,306.4,1387,40.1,81,0,No Failure
1021,L48200,L,296.3,307.3,1372,57.7,33,0,No Failure
181,L47360,L,298.2,308.3,1475,49.9,47,0,No Failure
127,L47306,L,299.0,308.6,1329,60.5,120,0,No Failure
301,L47480,L,297.8,308.4,1622,38.3,134,0,No Failure
277,M15136,M,298.0,307.9,1750,26.6,67,0,No Failure
49,H29462,H,298.8,309.2,1425,53.9,135,0,No Failure
1631,L48810,L,297.9,307.9,1412,44.5,85,0,No Failure
1623,H31036,H,297.7,307.6,1538,38.3,63,0,No Failure
979,M15838,M,296.2,306.8,1526,42.3,129,0,No Failure
1043,L48222,L,296.6,307.6,1542,37.4,88,0,No Failure
537,L47716,L,297.4,309.3,1759,24.8,81,0,No Failure
1751,M16610,M,298.4,307.8,1617,31.6,173,0,No Failure
1604,M16463,M,297.8,307.8,1622,32.1,18,0,No Failure
1810,L48989,L,298.1,307.7,1767,27.0,127,0,No Failure
1637,L48816,L,297.9,307.8,1505,37.3,100,0,No Failure
1864,M16723,M,297.9,307.7,1517,39.5,69,0,No Failure
1783,L48962,L,298.4,308.0,1571,37.4,50,0,No Failure
1282,H30695,H,298.3,309.5,1427,54.3,89,0,No Failure
782,L47961,L,296.8,308.0,1675,29.7,46,0,No Failure
1437,H30850,H,298.8,309.8,1510,44.2,35,0,No Failure
1054,M15913,M,296.7,307.7,1597,32.1,114,0,No Failure
1829,L49008,L,297.8,307.2,1351,56.3,174,0,No Failure
1975,L49154,L,298.0,307.6,1450,48.7,138,0,No Failure
1044,L48223,L,296.5,307.6,1431,45.2,90,0,No Failure
1457,L48636,L,299.0,310.3,1501,43.0,91,0,No Failure
1967,L49146,L,297.9,307.6,1515,40.5,118,0,No Failure
63,L47242,L,298.8,309.0,1829,22.9,172,0,No Failure
1841,M16700,M,297.7,307.2,1405,43.7,2,0,No Failure
1163,L48342,L,296.9,307.8,1400,57.1,202,1,Over Strain
1487,M16346,M,298.2,309.2,1524,34.6,161,0,No Failure
881,M15740,M,295.8,306.3,1235,76.2,89,1,Power Failure
276,L47455,L,298.0,308.0,1401,54.7,65,0,No Failure
395,L47574,L,297.5,308.4,1528,39.9,160,0,No Failure
1174,H30587,H,297.1,308.0,1559,38.8,229,0,No Failure
1190,M16049,M,297.2,308.3,1794,27.5,38,0,No Failure
60,L47239,L,298.8,309.1,1378,54.4,165,0,No Failure
756,H30169,H,296.8,308.1,1492,43.7,222,0,No Failure
568,M15427,M,297.7,309.7,1680,30.2,168,0,No Failure
24,L47203,L,299.0,309.4,1758,25.7,68,0,No Failure
471,H29884,H,297.3,308.8,1499,44.2,134,0,No Failure
348,L47527,L,297.5,308.3,1544,40.8,37,0,No Failure
1438,H30851,H,298.8,309.9,1439,45.2,40,1,No Failure
794,M15653,M,296.8,307.9,1683,31.8,76,0,No Failure
1958,H31371,H,297.9,307.7,1618,35.9,92,0,No Failure
1897,L49076,L,297.9,307.5,1574,35.8,153,0,No Failure
1814,L48993,L,298.1,307.7,1479,45.0,136,0,No Failure
1785,L48964,L,298.3,308.0,2886,3.8,57,1,No Failure
1319,M16178,M,299.0,310.3,1582,33.3,177,0,No Failure
1076,H30489,H,296.9,307.8,1345,54.5,172,0,No Failure
974,L48153,L,295.9,306.6,1679,30.4,117,0,No Failure
763,M15622,M,296.7,307.8,1286,60.5,0,0,No Failure
45,M14904,M,298.8,309.1,1472,47.5,125,0,No Failure
1003,L48182,L,296.3,307.2,1646,35.0,192,0,No Failure
1951,M16810,M,298.0,307.9,1479,47.6,76,0,No Failure
759,L47938,L,296.8,308.0,1497,41.7,231,0,No Failure
318,L47497,L,297.8,308.4,1685,28.4,179,0,No Failure
1327,L48506,L,298.9,310.2,1411,46.5,202,0,No Failure
912,M15771,M,295.6,306.1,1490,42.7,171,0,No Failure
720,L47899,L,297.4,308.8,1447,58.1,129,0,No Failure
1193,M16052,M,297.2,308.3,1431,43.7,46,0,No Failure
618,M15477,M,298.1,310.0,1393,43.1,65,0,No Failure
1018,L48197,L,296.3,307.2,1637,31.6,27,0,No Failure
1064,M15923,M,296.8,307.8,1664,32.8,142,0,No Failure
812,L47991,L,296.8,307.6,1588,37.6,126,0,No Failure
615,M15474,M,298.0,309.9,1445,45.2,55,0,No Failure
282,L47461,L,298.1,308.0,1626,36.5,83,0,No Failure
1562,L48741,L,298.2,308.4,1388,53.8,137,0,No Failure
674,L47853,L,297.6,308.9,1449,47.7,209,0,No Failure
1959,H31372,H,297.9,307.7,1464,43.2,97,0,No Failure
80,L47259,L,298.8,308.9,1402,37.9,2,0,No Failure
887,L48066,L,295.7,306.2,1458,40.6,103,0,No Failure
74,L47253,L,299.0,309.1,1592,35.0,200,0,No Failure
465,L47644,L,297.3,308.6,1511,35.7,120,0,No Failure
247,L47426,L,297.9,308.1,1585,33.5,212,0,No Failure
1235,H30648,H,297.2,308.5,2440,14.0,166,0,No Failure
1806,H31219,H,298.1,307.7,1376,56.2,113,0,No Failure
1040,L48219,L,296.7,307.7,1524,36.8,82,0,No Failure
89,M14948,M,299.0,309.0,1419,45.2,27,0,No Failure
732,M15591,M,297.3,308.6,1431,53.0,160,0,No Failure
76,L47255,L,298.8,308.9,1379,46.7,204,0,No Failure
1647,M16506,M,297.9,307.7,1527,42.8,125,0,No Failure
1007,L48186,L,296.2,307.1,1413,53.4,203,0,No Failure
835,H30248,H,296.6,307.4,1333,50.2,177,0,No Failure
775,L47954,L,296.8,307.9,1448,48.8,31,0,No Failure
1005,H30418,H,296.3,307.2,1424,42.0,196,0,No Failure
1957,M16816,M,297.9,307.7,1364,46.8,89,0,No Failure
1180,L48359,L,297.3,308.4,1441,43.4,14,0,No Failure
740,L47919,L,296.9,308.4,1390,41.8,184,0,No Failure
664,L47843,L,297.5,308.9,1469,44.0,185,0,No Failure
1413,M16272,M,298.8,309.9,1415,53.2,194,0,No Failure
379,L47558,L,297.3,308.2,1754,29.4,123,0,No Failure
265,L47444,L,298.1,308.2,1390,47.5,33,0,No Failure
1996,L49175,L,298.3,308.0,1451,47.1,196,0,No Failure
944,M15803,M,295.6,306.2,1477,45.0,40,0,No Failure
1576,L48755,L,298.2,308.3,2057,18.0,168,0,No Failure
682,M15541,M,297.7,309.0,1656,33.2,20,0,No Failure
1871,L49050,L,298.3,308.0,1486,42.3,86,0,No Failure
985,L48164,L,296.3,307.1,1419,48.6,142,0,No Failure
1452,L48631,L,298.9,310.4,1831,25.4,81,0,No Failure
1739,H31152,H,298.4,307.9,1948,21.4,136,0,No Failure
559,L47738,L,297.5,309.4,1650,34.6,142,0,No Failure
1731,M16590,M,298.3,307.8,1330,55.4,114,0,No Failure
1486,M16345,M,298.1,309.0,1976,19.3,158,0,No Failure
64,M14923,M,298.9,309.0,1812,25.9,174,0,No Failure
210,L47389,L,298.4,308.6,1477,44.0,124,0,No Failure
1271,M16130,M,298.0,309.4,1276,65.9,50,0,No Failure
1878,M16737,M,298.2,307.8,1566,33.8,100,0,No Failure
857,L48036,L,296.1,307.1,1898,22.7,20,0,No Failure
1826,M16685,M,298.0,307.5,1784,27.8,163,0,No Failure
681,M15540,M,297.8,309.1,1432,42.6,17,0,No Failure
725,L47904,L,297.5,308.9,1390,44.6,140,0,No Failure
621,M15480,M,298.3,310.1,1389,49.6,75,0,No Failure
1980,H31393,H,298.0,307.6,1420,45.8,150,0,No Failure
1323,H30736,H,298.9,310.1,1452,49.9,187,0,No Failure
1820,M16679,M,298.1,307.6,2066,19.2,150,0,No Failure
1534,M16393,M,298.0,308.9,1339,51.4,68,0,No Failure
408,M15267,M,297.4,308.5,1600,42.1,190,0,No Failure
1305,L48484,L,298.8,310.0,2098,19.6,148,0,No Failure
666,L47845,L,297.5,308.9,1729,28.1,189,0,No Failure
1752,L48931,L,298.3,307.6,1942,20.6,176,0,No Failure
1823,L49002,L,298.1,307.6,1488,39.4,157,0,No Failure
978,L48157,L,296.0,306.7,1917,21.0,127,0,No Failure
1667,L48846,L,298.2,307.9,1551,36.0,186,0,No Failure
178,L47357,L,298.2,308.2,1988,21.4,41,0,No Failure
1136,L48315,L,296.9,307.9,1535,39.2,133,0,No Failure
1053,L48232,L,296.7,307.7,1927,23.9,112,0,No Failure
1955,L49134,L,297.9,307.8,1459,46.9,85,0,No Failure
1106,M15965,M,296.6,307.5,1734,27.0,50,0,No Failure
1365,L48544,L,298.7,310.2,1566,33.1,68,0,No Failure
1611,L48790,L,297.8,307.8,1573,37.9,33,0,No Failure
1098,H30511,H,296.9,307.5,1397,48.3,22,0,No Failure
690,H30103,H,297.6,309.0,1354,55.6,46,0,No Failure
752,M15611,M,296.8,308.1,1843,24.2,212,0,No Failure
891,L48070,L,295.6,306.0,1370,52.4,115,0,No Failure
795,H30208,H,296.9,307.9,1547,32.6,79,0,No Failure
742,L47921,L,296.9,308.3,1513,38.8,189,0,No Failure
1207,H30620,H,296.9,308.0,1318,53.5,88,0,No Failure
1607,L48786,L,297.8,307.7,1505,39.7,25,0,No Failure
858,M15717,M,296.1,307.1,1350,53.3,22,0,No Failure
1818,L48997,L,298.1,307.7,1664,27.6,145,0,No Failure
473,M15332,M,297.4,309.0,1497,41.8,144,0,No Failure
1280,M16139,M,298.3,309.6,1531,40.1,81,0,No Failure
876,M15735,M,295.8,306.3,1444,45.5,76,0,No Failure
1777,L48956,L,298.5,308.1,1564,31.1,34,0,No Failure
176,L47355,L,298.2,308.1,1382,43.5,37,0,No Failure
902,H30315,H,295.6,306.1,1256,62.3,142,0,No Failure
903,L48082,L,295.6,306.1,1383,48.7,147,0,No Failure
1203,M16062,M,297.0,308.1,1355,51.4,76,0,No Failure
162,L47341,L,298.3,308.1,1412,52.3,218,1,No Failure
580,M15439,M,297.8,309.7,1700,31.3,200,0,No Failure
679,M15538,M,297.8,309.2,1295,61.2,12,0,No Failure
1822,L49001,L,298.1,307.6,1354,43.3,155,0,No Failure
839,H30252,H,296.6,307.4,1406,41.5,189,0,No Failure
517,L47696,L,297.5,309.3,1732,29.9,32,0,No Failure
831,L48010,L,296.6,307.4,1631,35.0,168,0,No Failure
1500,M16359,M,298.1,308.8,2206,16.3,195,0,No Failure
1027,L48206,L,296.4,307.4,1512,36.8,46,0,No Failure
1447,M16306,M,299.0,310.2,1628,35.8,64,0,No Failure
191,L47370,L,298.2,308.4,1477,49.9,72,0,No Failure
1056,L48235,L,296.8,307.8,1480,39.4,122,0,No Failure
16,L47195,L,298.6,309.2,1542,48.4,42,0,No Failure
1219,M16078,M,297.0,308.2,1702,30.7,124,0,No Failure
1181,H30594,H,297.3,308.4,1531,35.6,16,0,No Failure
88,L47267,L,299.0,309.0,1544,31.8,25,0,No Failure
1451,M16310,M,299.0,310.3,1447,39.9,78,0,No Failure
40,L47219,L,298.8,309.1,1350,52.5,111,0,No Failure
1504,L48683,L,298.0,308.7,1771,26.2,206,0,No Failure
994,M15853,M,296.1,307.1,1485,36.0,169,0,No Failure
1987,L49166,L,298.1,307.6,1498,42.9,171,0,No Failure
218,L47397,L,298.3,308.5,1664,31.6,144,0,No Failure
55,L47234,L,298.7,309.0,1691,30.1,154,0,No Failure
1657,L48836,L,298.2,308.1,1532,42.5,154,0,No Failure
1713,L48892,L,298.3,307.9,1551,33.8,72,0,No Failure
1295,L48474,L,298.8,309.9,1486,40.3,126,0,No Failure
1986,L49165,L,298.1,307.7,1537,40.8,169,0,No Failure
243,L47422,L,298.0,308.2,1348,58.8,202,1,Over Strain
263,M15122,M,298.1,308.2,1736,26.8,27,0,No Failure
1283,L48462,L,298.3,309.4,1546,36.1,94,0,No Failure
509,L47688,L,297.7,309.3,1893,24.6,15,0,No Failure
394,M15253,M,297.5,308.4,1350,52.2,157,0,No Failure
1370,M16229,M,298.7,310.3,1481,41.5,83,0,No Failure
1094,M15953,M,296.8,307.5,1443,39.2,13,0,No Failure
1917,L49096,L,298.0,307.7,1387,50.8,204,0,No Failure
308,M15167,M,297.8,308.4,1579,36.6,152,0,No Failure
113,M14972,M,298.8,308.7,1498,39.5,89,0,No Failure
606,M15465,M,297.9,309.8,1693,29.9,35,0,No Failure
1084,L48263,L,297.0,307.8,1683,32.3,197,0,No Failure
1832,M16691,M,297.8,307.3,1315,54.0,180,0,No Failure
384,M15243,M,297.5,308.6,1842,27.0,133,0,No Failure
1748,L48927,L,298.4,307.9,2381,14.2,164,0,No Failure
1702,L48881,L,298.0,307.7,1479,42.5,47,0,No Failure
1665,L48844,L,298.2,308.0,1535,38.0,179,0,No Failure
145,M15004,M,298.6,308.4,1391,42.4,169,0,No Failure
354,H29767,H,297.5,308.3,1674,30.0,54,0,No Failure
1411,M16270,M,298.9,310.1,1469,53.2,189,0,No Failure
1589,L48768,L,298.2,308.3,1688,32.0,202,0,No Failure
588,H30001,H,297.6,309.5,1623,33.1,224,0,No Failure
1540,M16399,M,298.5,309.2,1449,46.4,83,0,No Failure
1734,L48913,L,298.4,308.0,1515,42.8,125,0,No Failure
1930,M16789,M,298.0,307.8,1483,50.9,26,0,No Failure
17,M14876,M,298.6,309.2,1311,46.6,44,0,No Failure
1966,L49145,L,297.8,307.5,1581,33.1,116,0,No Failure
1726,M16585,M,298.3,307.8,1392,50.4,101,0,No Failure
882,L48061,L,295.7,306.2,1464,46.2,92,0,No Failure
1638,L48817,L,297.9,307.8,1665,33.9,102,0,No Failure
749,H30162,H,296.7,308.1,1528,46.3,203,0,No Failure
871,L48050,L,295.8,306.4,1325,56.2,65,0,No Failure
25,M14884,M,299.0,309.4,1561,37.3,70,0,No Failure
179,L47358,L,298.2,308.2,1436,50.2,43,0,No Failure
1724,L48903,L,298.2,307.8,2029,19.9,96,0,No Failure
746,L47925,L,296.7,308.0,1451,50.7,197,0,No Failure
620,L47799,L,298.3,310.0,1507,44.7,73,0,No Failure
602,L47781,L,297.9,309.7,2194,16.8,27,0,No Failure
352,M15211,M,297.6,308.4,1611,31.0,48,0,No Failure
12,H29425,H,298.6,309.1,1423,44.3,29,0,No Failure
1468,L48647,L,298.6,309.8,1544,30.2,113,0,No Failure
1099,M15958,M,296.9,307.4,1521,37.9,27,0,No Failure
990,M15849,M,296.2,307.0,2119,18.3,159,0,No Failure
292,L47471,L,298.0,308.3,1473,42.6,107,0,No Failure
1383,L48562,L,298.8,310.1,1653,30.3,119,0,No Failure
456,L47635,L,297.4,308.7,1429,57.4,96,0,No Failure
830,L48009,L,296.5,307.3,1579,34.5,166,0,No Failure
1701,M16560,M,298.0,307.6,1844,23.8,44,0,No Failure
806,M15665,M,297.0,307.9,1412,47.4,112,0,No Failure
205,L47384,L,298.4,308.5,1741,32.8,112,0,No Failure
1652,L48831,L,298.0,307.8,1414,51.7,140,0,No Failure
1968,L49147,L,297.9,307.6,1589,37.8,120,0,No Failure
1800,M16659,M,298.0,307.5,1427,45.1,95,0,No Failure
35,M14894,M,298.8,309.1,1559,34.7,95,0,No Failure
300,M15159,M,297.8,308.3,1567,35.6,131,0,No Failure
1049,L48228,L,296.5,307.6,1607,33.5,104,0,No Failure
1621,L48800,L,297.9,307.7,1492,43.7,59,0,No Failure
824,M15683,M,296.6,307.5,1482,39.9,153,0,No Failure
240,L47419,L,298.0,308.2,1611,30.6,195,0,No Failure
1566,L48745,L,298.0,308.2,1459,42.1,146,0,No Failure
1921,L49100,L,298.1,307.9,2161,17.5,5,0,No Failure
1659,H31072,H,298.1,308.0,1570,35.3,159,0,No Failure
245,M15104,M,298.0,308.2,1395,49.1,206,0,No Failure
1172,H30585,H,297.0,308.1,1517,41.4,222,0,No Failure
712,L47891,L,297.5,308.7,1443,46.2,110,0,No Failure
1006,L48185,L,296.2,307.2,1382,52.0,201,0,No Failure
1032,L48211,L,296.4,307.5,1549,36.1,58,0,No Failure
184,L47363,L,298.1,308.2,1485,40.7,57,0,No Failure
1943,L49122,L,298.1,308.0,1456,42.4,59,0,No Failure
230,L47409,L,298.3,308.5,1538,32.2,173,0,No Failure
1387,L48566,L,298.9,310.2,1445,40.0,129,0,No Failure
925,L48104,L,295.5,306.0,1800,27.6,208,0,No Failure
527,L47706,L,297.6,309.5,1373,50.6,55,0,No Failure
233,L47412,L,298.2,308.4,1424,47.6,179,0,No Failure
561,L47740,L,297.5,309.4,1318,58.2,146,0,No Failure
593,H30006,H,297.5,309.5,1668,27.9,240,0,No Failure
1011,M15870,M,296.2,307.2,1552,34.8,8,0,No Failure
1736,L48915,L,298.4,308.0,1380,47.6,130,0,No Failure
1698,M16557,M,297.9,307.6,1519,44.0,37,0,No Failure
739,L47918,L,296.8,308.3,1506,45.9,182,0,No Failure
991,L48170,L,296.2,307.0,1414,48.3,162,0,No Failure
1773,L48952,L,298.4,308.0,1508,47.9,25,0,No Failure
455,L47634,L,297.4,308.7,1468,46.6,94,0,No Failure
1858,L49037,L,297.7,307.4,1643,36.5,55,0,No Failure
1830,L49009,L,297.8,307.2,1880,23.0,176,0,No Failure
730,L47909,L,297.3,308.6,1586,37.7,155,0,No Failure
366,L47545,L,297.6,308.4,1353,57.5,88,0,No Failure
14,M14873,M,298.6,309.2,1742,30.0,37,0,No Failure
1400,L48579,L,299.0,310.2,1533,43.5,159,0,No Failure
1205,L48384,L,296.9,308.0,1521,34.5,84,0,No Failure
220,M15079,M,298.3,308.5,1434,46.2,148,0,No Failure
160,L47339,L,298.4,308.2,1471,47.0,214,0,No Failure
85,L47264,L,298.9,308.9,1422,47.6,15,0,No Failure
1160,L48339,L,297.0,307.8,1609,35.6,193,0,No Failure
562,M15421,M,297.5,309.4,1678,34.4,148,0,No Failure
1674,M16533,M,298.1,307.8,1384,43.7,200,0,No Failure
370,H29783,H,297.5,308.4,1587,36.1,98,0,No Failure
1992,M16851,M,298.2,307.8,1583,36.6,185,0,No Failure
594,L47773,L,297.5,309.6,1312,50.7,0,0,No Failure
1533,M16392,M,298.1,308.9,1417,39.2,65,0,No Failure
554,M15413,M,297.4,309.3,1564,36.0,126,0,No Failure
1929,L49108,L,298.0,307.8,1623,29.9,24,0,No Failure
1524,L48703,L,298.3,309.0,1519,36.9,41,0,No Failure
1579,L48758,L,298.3,308.4,1593,37.0,174,0,No Failure
180,L47359,L,298.2,308.3,1304,49.8,45,0,No Failure
1582,M16441,M,298.2,308.3,1560,33.0,181,0,No Failure
1792,L48971,L,298.1,307.8,1524,40.8,71,0,No Failure
1355,L48534,L,298.6,310.0,1334,48.0,42,0,No Failure
463,L47642,L,297.4,308.7,1433,43.4,116,0,No Failure
