UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
2358,L54140,L,300.1883276,310.6238251,1406,65.49704321,102
577,M21821,M,298.9774199,311.9060288,1601,30.48871057,235
7301,M21822,M,304.0740734,311.6934431,1871,46.1414788,43
8783,H36377,H,301.2074142,311.0607549,2318,20.26161955,249
1668,M21824,M,298.0429833,312.4009433,2109,6.812925333,108
1299,L54145,L,296.4634711,311.2517936,1708,16.44537937,128
6993,L54146,L,303.0515014,310.0254187,1800,7.163282658,6
5832,M21827,M,298.6320707,307.6193465,1365,37.91436389,47
2264,L54148,L,301.3763214,311.725494,2877,46.50720206,111
4755,M21829,M,299.6315111,309.5348467,2847,7.05235512,212
3864,L54150,L,297.130154,308.0878126,1649,10.38710573,143
4406,M21831,M,300.8355168,312.1957648,2370,39.14622195,47
7401,L54152,L,295.8582842,311.3433802,2036,61.98029906,205
6481,L54153,L,299.1027506,313.2924505,1690,49.51906823,170
3528,L54154,L,300.3288574,307.0400773,1818,11.42290402,50
5599,M21835,M,299.3116322,310.9584332,2126,68.41307754,106
6651,L54156,L,302.187784,307.6783397,1604,70.59037709,65
3019,L54157,L,302.9169096,313.0190222,2024,27.45685707,30
9397,L54158,L,302.3954363,306.5059453,1481,48.64609525,38
7319,L54159,L,295.6570791,311.0149106,1186,39.64141653,8
5916,L54160,L,297.0859847,312.1077943,2351,72.37933036,40
4560,H36395,H,300.2367891,308.5748345,1985,40.8368932,62
974,L54162,L,303.9003628,313.4285184,1289,73.68551124,13
4245,M21843,M,302.9816023,312.5909185,1239,18.31213768,57
9493,M21844,M,303.0513175,308.0864082,2246,28.95507596,201
4009,H36399,H,298.0895154,305.7610829,1627,60.68193348,239
8227,L54166,L,299.2509207,308.1029231,1336,60.84686155,87
5998,L54167,L,299.6304947,307.9786148,2802,57.10294234,241
8193,L54168,L,296.7478186,312.9087133,1749,66.37971463,96
7886,M21849,M,295.5858268,313.5336815,2340,54.94536139,247
2516,L54170,L,304.0115067,306.2705639,1796,50.10699852,97
6748,L54171,L,297.5145558,309.5174881,1193,37.20974095,211
6214,L54172,L,297.5075299,310.1414892,2439,37.80398771,191
5764,M21853,M,296.0670873,306.4525845,1888,33.36855671,155
6401,L54174,L,303.8422713,308.7577314,2418,48.95141902,131
1941,M21855,M,300.6335815,308.2683676,2817,33.40513405,161
7011,M21856,M,301.4367391,310.0420565,2675,14.53758607,131
9213,M21857,M,303.6865074,311.0556463,2201,11.55535606,246
8284,M21858,M,298.4797056,311.3982294,2286,71.10158164,69
4690,M21859,M,301.0178673,306.8077157,1288,5.600992469,185
6516,M21860,M,295.656955,312.2848764,1293,11.47801666,85
7037,L54181,L,297.0183073,311.1961904,1716,36.21819487,3
3892,H36416,H,302.9474614,312.9015068,2260,22.94103223,49
2147,L54183,L,302.3542689,309.3396221,1464,33.34579995,4
4094,L54184,L,298.5259128,312.9405071,1853,12.35016938,74
9781,M21865,M,298.7666578,312.7127704,2692,13.330025,44
3664,H36420,H,300.2087008,309.2511156,2140,62.08789576,162
5082,L54187,L,295.3022172,308.7872609,2236,59.06311657,210
7675,L54188,L,297.5194479,313.2557773,1802,11.38960862,243
962,L54189,L,297.2157326,311.4928343,1549,52.4151422,202
6083,M21870,M,297.6044431,313.2187873,2218,48.15786434,202
4342,L54191,L,302.7143338,312.1554957,1872,55.73280621,116
4375,L54192,L,297.8729995,310.6353093,1664,38.33988025,26
9045,M21873,M,297.0619962,306.6384075,2019,23.45504104,129
3582,H36428,H,299.9392238,308.0609934,2327,52.11584353,181
5381,L54195,L,303.2639343,313.5476235,1874,30.83482065,238
2313,L54196,L,297.5204173,308.287319,2240,19.73977119,117
6659,M21877,M,296.0225334,306.4553644,2799,33.5481922,199
2493,M21878,M,298.5789236,311.4311822,2698,59.36604403,225
2271,L54199,L,302.1783968,311.6454345,1288,38.43774471,103
6702,L54200,L,300.366353,308.0122075,2408,25.63011838,247
7608,H36435,H,302.814499,308.111143,1793,64.36003516,211
8461,L54202,L,304.1282478,309.4980332,1693,67.98366538,214
7209,M21883,M,302.5924948,305.8764905,2765,35.34063085,206
6185,L54204,L,300.8549883,312.0935164,2234,31.07728791,175
4078,H36439,H,299.8387426,308.2684192,1919,48.40448334,204
5295,L54206,L,295.6686356,312.6154811,1263,8.020539673,246
433,L54207,L,304.3557622,312.2013064,1194,54.12832609,222
7617,M21888,M,298.8280263,311.0573565,2003,60.75053767,48
803,L54209,L,296.7004996,308.3314864,2433,32.7337723,109
6135,L54210,L,301.4337215,309.8821641,1654,16.51203388,252
6467,L54211,L,297.9154523,309.303117,1407,5.89797771,77
4996,L54212,L,300.6891601,308.4449433,2495,50.19147964,0
1304,M21893,M,300.6982648,312.5699039,1234,23.38272,119
5214,H36448,H,299.4007144,309.6164073,2472,37.57116194,218
7008,L54215,L,302.9922913,312.4450571,2383,31.92668198,160
8935,L54216,L,297.737697,306.5522696,2310,16.53161314,34
8875,L54217,L,299.4274198,306.8423008,2343,40.80923906,181
3059,L54218,L,300.2467676,313.6162945,2583,37.25840846,55
1850,H36453,H,301.4053474,310.4609245,1398,49.23794694,142
7817,L54220,L,302.512541,309.8291344,1518,22.1372276,196
1302,L54221,L,298.932227,309.9375641,1928,19.42572501,228
9988,L54222,L,301.2436319,307.4436771,2762,63.08432035,3
9088,M21903,M,296.6856208,311.521502,2720,54.91959543,109
8673,M21904,M,303.8803625,306.3867231,2362,60.01662968,83
4038,M21905,M,298.824141,310.3439221,2030,12.7754983,191
291,M21906,M,302.0115971,310.3232273,2323,20.11008603,230
6945,L54227,L,295.487138,313.1049262,1524,45.69869438,21
8382,L54228,L,297.1877217,309.9620808,2839,66.20425805,23
5315,L54229,L,299.7811594,306.8102078,2233,68.74594602,174
5696,L54230,L,303.3799227,310.3393014,2496,64.36304525,74
8569,L54231,L,300.1507474,306.4397539,2197,6.959370475,109
6827,H36466,H,303.8548084,307.3507301,1496,63.56000464,133
259,H36467,H,299.7509314,305.9519795,2361,69.25383772,154
827,H36468,H,299.8121317,309.857678,2078,7.931333763,137
2420,L54235,L,296.4016705,306.3847142,1505,34.10524907,166
6976,M21916,M,302.6844374,309.5020945,2260,42.86523154,201
7933,L54237,L,297.5720818,313.2568548,2049,20.74422715,109
6204,L54238,L,303.5764349,311.5300674,1706,41.41471576,89
2153,L54239,L,303.6795828,306.3270346,1904,68.29758136,36
9642,H36474,H,303.978453,307.5160995,2698,66.91341446,53
3333,L54241,L,300.0861205,311.1566656,2677,72.22015408,224
5887,M21922,M,301.5292628,312.9470851,1610,39.04319332,50
3118,L54243,L,302.4623461,305.9666406,2091,33.68927362,59
4740,M21924,M,296.5053345,312.2808542,2087,52.26935323,71
3598,L54245,L,300.8288062,310.2506924,1218,34.14017005,127
5597,M21926,M,295.6155407,310.1233397,1316,6.853566589,50
2315,M21927,M,299.877608,313.4582868,2778,56.21028172,61
1558,L54248,L,296.7245527,311.7559214,2283,24.25563093,48
1717,L54249,L,296.9828909,312.5859628,1535,7.373410733,178
9365,L54250,L,298.6584376,308.5673641,1747,5.301214371,27
8015,H36485,H,299.2784219,310.1903487,1823,71.60310035,239
2328,M21932,M,301.0331863,310.684786,1243,22.15113343,163
5402,L54253,L,295.9847414,308.3048299,2277,36.40706122,231
9700,M21934,M,299.9339642,310.3190098,1394,73.00196577,152
4894,L54255,L,296.9801512,307.6169086,2554,37.83523606,163
8009,L54256,L,300.5805716,306.8613429,2126,9.522758753,76
7804,M21937,M,301.1641224,308.7291591,2759,43.98094424,187
9097,L54258,L,300.4217252,311.688246,1759,10.22086197,6
4822,L54259,L,302.0923187,313.1211159,1191,10.72239755,64
5560,L54260,L,298.387605,309.4074838,1195,65.78753097,200
3200,L54261,L,302.3389806,310.9068719,1288,24.86988836,122
2342,L54262,L,299.2814572,306.5346008,2681,53.20719057,219
3399,L54263,L,299.7544974,313.0261564,2796,40.84969161,35
5260,L54264,L,301.2625396,310.3056941,2020,19.98538312,237
2852,L54265,L,295.4688971,312.0207398,1791,41.49731774,221
1146,L54266,L,301.3167468,312.1349737,2057,8.822729414,72
384,L54267,L,300.9909834,307.7774923,2536,29.07705905,29
9159,M21948,M,298.1505935,309.9863131,1198,41.86247718,226
8811,L54269,L,296.0893074,313.479886,2846,20.42710781,46
1020,M21950,M,296.1366061,306.4260398,2418,51.86169588,90
8001,L54271,L,303.7936585,311.2327042,2037,7.571907899,28
4045,L54272,L,301.6413698,313.494339,2441,39.09416056,4
206,H36507,H,296.469344,308.1346746,1217,55.85169288,64
8831,L54274,L,298.5818532,312.6777282,1893,35.10007309,234
3618,L54275,L,300.7508435,313.2626261,1556,67.46989104,114
64,L54276,L,302.9872597,311.7513983,2111,49.82363447,196
3833,M21957,M,295.7016805,307.5737593,2479,73.57828429,62
3177,L54278,L,297.4770248,308.4054058,2782,24.48406797,245
7608,M21959,M,303.4856907,305.9900553,2182,72.14386329,92
3806,L54280,L,295.3843231,312.4347712,1642,47.97668454,183
4324,L54281,L,297.1528717,312.5818506,1923,58.04902386,16
4798,M21962,M,304.1230224,310.8249535,1770,69.47732932,126
4024,H36517,H,300.943297,308.5554756,2093,43.92715529,50
395,L54284,L,297.7073766,306.3221693,2197,66.56676165,112
9429,L54285,L,295.9163181,311.7997666,1960,43.2355372,36
1860,L54286,L,295.5593603,311.5848622,1579,47.42168193,87
6442,H36521,H,297.5516547,313.0920804,1829,36.20317611,115
5545,M21968,M,303.4096695,311.6173094,2515,14.40248657,124
1021,L54289,L,299.1264056,312.412429,2590,44.09503539,218
6905,M21970,M,301.927067,311.7422324,2473,74.95823116,136
3473,M21971,M,303.7482223,310.8085662,1358,61.10714049,245
7748,L54292,L,299.0539722,309.1584278,1953,58.21788969,37
5518,L54293,L,297.0597518,313.0071502,1752,50.63288084,250
6370,H36528,H,300.057485,310.9728454,2126,29.12775143,52
333,M21975,M,303.6543699,308.9266781,1667,16.14798616,140
4426,L54296,L,302.7002446,306.3761013,1747,20.1473566,89
9481,L54297,L,295.9056346,308.0547093,1983,4.260248119,52
7060,L54298,L,301.6716698,310.1041866,2625,52.82937464,202
876,L54299,L,300.5614572,307.9326465,2254,62.90468626,118
5841,L54300,L,303.6486612,307.4920063,2644,23.37674637,215
2289,M21981,M,296.426829,309.9718875,2684,10.48670909,118
4680,L54302,L,300.2131322,307.0755448,2837,28.24093054,224
4697,M21983,M,303.3910568,312.1833215,2633,25.0613295,48
6617,M21984,M,299.0722188,309.623382,2498,36.62379906,121
6101,L54305,L,299.7343532,310.3482885,1947,23.02662955,69
4783,M21986,M,295.9482382,306.8938045,2110,28.53254095,162
5726,L54307,L,297.8589215,308.3290683,2317,69.86998794,15
5581,L54308,L,298.2854612,309.0217264,1432,28.17601369,12
4487,L54309,L,303.9951265,312.2465239,1174,60.9857138,235
1079,L54310,L,297.9005397,311.9382921,2604,49.36069338,120
7219,M21991,M,299.5399924,307.5061175,2397,28.37276244,138
4586,L54312,L,301.4760007,310.6910506,2370,63.33498604,86
1356,M21993,M,296.792087,307.6719965,2659,47.12153787,129
6018,M21994,M,299.77527,313.704802,2687,4.427443369,251
8187,L54315,L,302.0945592,313.4122034,1862,8.803413074,93
8462,M21996,M,303.275068,310.2624442,2159,58.59215993,18
4241,M21997,M,301.0615853,311.3611108,2634,36.30722308,103
8781,L54318,L,301.4552923,312.1915861,2085,33.32096724,44
9345,L54319,L,296.4618079,311.5400872,2419,14.41621901,173
8567,L54320,L,304.0011438,311.3686124,1915,15.25279364,46
1647,M22001,M,296.5196815,313.4642875,1313,61.87637837,176
3073,H36556,H,302.426991,310.5312945,2761,64.15244735,78
3439,H36557,H,297.7363102,310.8540516,2487,44.56818496,244
1652,M22004,M,303.8890569,312.5790769,1408,25.28530455,41
5294,L54325,L,301.9236278,311.126116,2024,71.70061945,160
4681,L54326,L,302.2350862,311.6367542,1454,49.22446206,107
1751,L54327,L,297.3153444,307.5967664,2119,61.7955463,168
2972,M22008,M,299.3759678,308.7072621,2866,4.038996597,118
4190,L54329,L,300.9838814,306.8931409,1193,36.58326694,196
4743,L54330,L,302.3837573,309.7967001,1619,67.20509348,85
1742,H36565,H,296.2564263,309.3913919,1273,28.42338302,218
9707,L54332,L,304.1537609,313.7770188,1407,56.69292568,110
3825,L54333,L,303.4900302,310.6507901,2609,51.67872727,226
3842,L54334,L,297.787207,312.0702031,1499,14.88149707,18
6198,M22015,M,302.8693942,308.4055188,2079,60.21299862,38
7644,M22016,M,300.0685801,312.4355172,2233,11.99195033,134
5068,L54337,L,299.5486196,310.6821882,1812,56.79214623,38
2362,L54338,L,298.1927938,311.3456379,2747,75.94249492,97
1967,L54339,L,300.644911,308.0848893,1202,73.54104824,33
8552,M22020,M,302.0149799,310.143971,2043,62.05759889,218
9174,L54341,L,299.0805827,310.8356995,2538,42.71286848,171
4633,L54342,L,301.0888166,310.4716669,1551,52.92722912,196
394,M22023,M,301.7336789,313.1130691,2704,56.80629082,67
9572,M22024,M,301.8423207,312.9760086,1978,4.411630967,190
48,L54345,L,295.7780881,313.5649709,2479,11.25226089,198
9648,M22026,M,303.2096798,311.1061668,1915,47.26590482,47
2749,L54347,L,299.5159305,313.5725045,2126,4.275714522,2
2289,L54348,L,297.714228,312.4430718,2224,69.96833138,212
7049,L54349,L,297.5242335,307.8937403,1262,39.44744552,161
7563,M22030,M,299.7437298,309.1622289,2187,22.5654431,112
1210,M22031,M,303.4588502,307.6309788,1372,32.47018115,136
1165,M22032,M,298.7807978,305.733997,2812,65.73652269,60
8075,L54353,L,302.1974769,307.2231949,2001,71.29964121,147
9273,L54354,L,296.1907323,305.7328907,1197,12.26190658,167
4546,L54355,L,299.6797217,311.5306915,1433,60.43553415,124
8046,L54356,L,304.4235125,309.1468278,1190,45.89493421,11
3540,L54357,L,302.3880278,308.2318553,1776,46.42460076,102
9896,L54358,L,297.2368621,311.8699392,1206,60.54411447,237
3412,L54359,L,299.9132616,312.4431429,1340,20.0230932,27
1538,M22040,M,297.4493478,313.5999263,1927,42.46007367,175
6070,L54361,L,299.0679605,310.90031,2604,27.0488704,224
7010,L54362,L,302.476773,309.4383846,1581,10.68049871,201
9518,L54363,L,302.3952683,308.1726408,2865,11.44978364,74
183,M22044,M,297.3985235,307.5007775,1859,13.73512306,134
1534,L54365,L,303.7844545,307.4247002,1782,48.564709,81
156,M22046,M,300.7516273,309.0144339,1376,11.50443844,82
5812,L54367,L,298.7953035,313.7334695,1189,45.30355974,141
9585,L54368,L,299.9178073,305.7069149,1172,46.62802582,208
4885,L54369,L,300.8666555,307.2973678,1818,69.60366594,214
7978,L54370,L,300.4509929,307.2259832,1381,49.40021621,146
6157,L54371,L,299.7749263,311.5086678,2863,75.55079482,53
5421,M22052,M,299.9453818,308.5551263,2087,6.05625982,187
858,L54373,L,296.9229896,309.4038125,2074,55.06183875,236
5275,L54374,L,302.7771427,306.9038555,2330,5.727749682,246
4008,M22055,M,300.2841949,308.980476,2848,56.89868767,66
4859,H36610,H,296.5059347,306.5359185,1839,31.88989523,161
4679,L54377,L,302.3486453,310.0176506,2786,48.30320532,88
6040,M22058,M,303.8784846,306.4933008,1834,26.33437165,168
4977,L54379,L,304.0152235,312.1031179,1967,15.38284685,158
1700,L54380,L,298.6949631,310.2894739,1484,56.47171132,166
6835,L54381,L,296.5467552,311.5641398,1960,69.65636368,77
8906,L54382,L,300.0692766,309.0899827,1743,17.1648019,228
2086,M22063,M,296.3360049,308.7900795,2347,70.82717849,179
1452,L54384,L,303.8926843,306.495492,2615,14.00525755,174
7429,L54385,L,296.9889326,309.9432304,2691,57.35618505,19
1398,L54386,L,297.6254459,309.8674675,1258,73.64760752,95
6175,M22067,M,299.041056,309.4916266,2845,14.52860019,224
8617,L54388,L,298.8251131,311.6981988,2233,35.4745554,179
1029,L54389,L,302.6108986,312.4432856,1928,28.36690472,94
691,M22070,M,299.4981147,311.7813964,2486,32.08118021,70
7899,L54391,L,296.871068,306.8653125,1937,58.62857301,189
7964,M22072,M,297.758331,310.738682,2528,51.93455429,132
4011,M22073,M,299.9838431,306.3506172,1168,74.32041101,184
3580,M22074,M,296.656576,311.3264405,1276,17.30290784,131
200,L54395,L,300.9272322,308.7928967,2095,43.34939129,138
5393,M22076,M,300.5048752,306.7732415,2316,36.49638339,18
8968,L54397,L,301.8752613,312.6826119,2255,70.69272473,101
226,H36632,H,303.9268825,310.6734675,1373,4.573080124,211
4567,M22079,M,303.692742,308.5732722,2606,75.81160518,26
2066,L54400,L,304.0038957,305.9488902,2017,38.72465809,28
9971,H36635,H,297.5513835,310.0522131,2435,49.33928632,17
8821,M22082,M,296.5104008,313.1781296,1757,30.01182606,164
41,L54403,L,298.0809456,310.5306766,1790,65.86394155,253
2092,L54404,L,303.5347836,313.5703699,2845,44.7127224,188
2245,M22085,M,304.242892,306.8052541,2407,52.05263616,243
8491,L54406,L,303.2057895,310.3032713,2132,51.04026275,174
6063,L54407,L,296.312163,312.1648129,2719,30.29789978,244
8651,H36642,H,304.0163376,309.9568799,2132,9.332144495,251
879,L54409,L,299.1948939,306.4376375,2757,62.60101326,88
8981,L54410,L,295.3856547,310.4213766,1820,24.89131892,19
7404,L54411,L,299.3700224,310.655077,2571,65.60212063,69
3896,M22092,M,295.7238364,311.6025449,1246,48.10921104,99
8575,L54413,L,300.3036769,311.8658133,1582,29.54964815,176
1451,M22094,M,298.4146971,311.9432588,2644,47.06119245,142
5374,L54415,L,299.6556014,311.0738996,2340,50.791868,17
2596,M22096,M,300.9411673,307.4480706,1806,55.24655208,37
3590,M22097,M,303.2929701,308.9743096,2861,63.66621619,119
8522,L54418,L,301.3894945,311.9866528,1958,15.43015979,88
4910,L54419,L,299.2932496,313.4227586,2229,72.53371121,83
6626,M22100,M,302.8387363,306.3394704,2348,33.70919673,149
7700,M22101,M,303.6313557,310.0378471,1500,66.44078172,242
9212,H36656,H,296.4017917,308.2314304,1455,19.85091454,203
5542,M22103,M,300.1937834,307.5256905,2303,5.913309177,232
7971,L54424,L,297.91751,309.7970665,2809,45.53944638,103
5282,L54425,L,295.732963,310.6093237,2282,27.43570512,187
3822,L54426,L,301.4506296,305.7791551,2240,75.46883396,110
1828,M22107,M,303.2374912,312.0196732,1328,11.4042115,224
4112,L54428,L,296.7987044,312.3410453,2707,7.243648645,220
8812,L54429,L,302.7742057,313.5206377,2593,7.077297191,193
689,M22110,M,303.1512407,307.1632142,1487,19.58840501,25
820,M22111,M,303.7119321,310.5158758,2091,45.96511327,63
6217,H36666,H,297.7406228,309.1556655,1531,40.6050136,253
2252,L54433,L,303.6163682,308.4121056,2633,29.28551859,248
2302,L54434,L,298.2500973,310.281631,1642,10.26413822,223
2661,M22115,M,300.3815097,312.0373031,2190,20.8160605,57
5649,H36670,H,295.7646687,305.8867275,1933,17.20590632,130
5663,L54437,L,295.703706,313.5521409,1769,58.08454574,29
955,L54438,L,301.9274336,312.2600408,1479,60.58009668,18
6454,M22119,M,299.3892158,311.784345,2723,60.36662015,9
3942,L54440,L,297.6578899,311.8591378,1756,74.34615163,88
4749,L54441,L,297.0518042,308.8513917,2411,68.17252249,173
7413,M22122,M,301.4635721,311.7881265,2865,40.04018559,146
1248,L54443,L,295.3036942,308.8328387,2688,34.00734232,126
5487,M22124,M,302.7141988,312.9795253,1510,70.46794809,185
9466,L54445,L,296.0290964,307.1355013,2073,48.29719835,123
6887,L54446,L,297.0617045,308.0680141,2818,25.23222296,106
13,L54447,L,298.8533748,310.1658341,2285,44.89298122,84
7476,L54448,L,299.7607004,308.2856094,2324,76.02847797,5
4706,M22129,M,298.5659551,309.1363217,2692,65.64142038,50
2240,L54450,L,298.2505519,309.6886238,1339,24.27716333,141
698,M22131,M,304.1680273,312.6364621,1793,73.17508221,57
2067,L54452,L,301.2025331,309.9378573,2200,75.25044172,135
6915,M22133,M,295.5155832,308.6359248,1849,20.62895465,1
4675,M22134,M,299.2576184,307.7066629,2512,68.99910623,245
2074,L54455,L,303.35008,309.0102754,2289,68.09715785,17
3213,M22136,M,298.0733969,309.8774624,2360,6.694060131,248
3814,L54457,L,296.1699184,311.7435303,1478,52.55337325,213
1051,H36692,H,302.2771399,306.6804951,2081,26.02443591,184
2153,L54459,L,300.8753273,307.4950344,2534,52.91179921,221
7690,L54460,L,300.5468751,308.7751975,1597,70.30707294,227
5788,L54461,L,295.7929043,308.6192271,2025,40.11112925,91
3090,L54462,L,296.5925909,308.8731595,2747,33.96925408,162
3642,M22143,M,301.0274544,312.1275222,2691,70.88747654,193
174,M22144,M,297.2119793,308.3256507,1452,74.71556601,55
9617,M22145,M,299.9374447,309.7653753,2829,8.330804663,227
7255,M22146,M,300.3129115,310.753647,2451,70.98333943,209
3904,M22147,M,297.9082662,307.5806463,1662,9.82554924,42
7511,M22148,M,304.0255114,311.5214326,1522,28.35443633,72
449,L54469,L,303.0506698,310.1316017,1381,59.31539611,219
9643,L54470,L,301.9458363,309.3189274,1984,60.36829229,71
5836,L54471,L,296.0175436,312.2592506,1367,56.63983364,116
782,M22152,M,296.2763962,307.6723116,2427,6.647389131,7
3569,L54473,L,299.8335884,312.8537254,2020,13.4799283,4
8364,L54474,L,296.7785628,310.2444948,1303,71.95656107,12
2284,M22155,M,304.3000423,310.6343165,2115,9.730389075,6
433,H36710,H,296.7583862,312.7879776,1795,9.518142756,20
5136,L54477,L,299.7847041,312.3224198,2084,64.63502427,220
4946,L54478,L,298.6499137,310.5726528,2858,50.48414683,36
5706,L54479,L,301.1823551,311.8008204,2613,29.40056087,172
1860,L54480,L,296.487135,309.2098879,2532,15.86372346,179
9543,L54481,L,299.2589111,310.1337598,1509,68.16760657,252
3920,L54482,L,297.8272863,306.2027681,2721,75.76554876,175
6391,L54483,L,303.467314,306.4278491,1555,7.437941831,61
549,L54484,L,295.6733886,312.4183458,1171,44.13945422,205
5061,M22165,M,303.7062929,306.1833404,1844,22.82290098,100
3575,L54486,L,302.9635461,307.0721329,2830,64.39776148,118
167,M22167,M,298.0376506,312.1462445,1566,28.99412108,178
3513,L54488,L,302.561474,305.7092822,2613,55.82501225,131
2401,L54489,L,295.5871648,307.9874751,1578,43.07730509,119
3171,L54490,L,304.1951631,310.4307131,1380,43.22290218,85
9840,H36725,H,300.1446735,310.5231444,1727,66.26235859,183
3190,L54492,L,298.0901854,311.9949386,1725,38.04544221,74
2622,L54493,L,298.6357656,309.7980027,1725,65.35964609,33
5159,L54494,L,295.9109293,309.8261551,2239,30.25747308,44
3402,L54495,L,304.4020155,311.5750157,2378,16.52419821,143
6467,L54496,L,295.6614859,309.7388582,1669,36.95875309,136
6173,L54497,L,301.3251455,310.6287778,2823,40.08030088,207
543,H36732,H,299.3731705,312.97197,1811,38.62629679,230
9532,L54499,L,304.0300292,308.9517532,1698,62.64645398,15
8143,H36734,H,297.5631976,308.8195131,2120,44.90862694,94
8760,L54501,L,300.1951988,305.7287468,1954,68.47872842,158
3539,H36736,H,299.7376771,310.6687527,1642,41.23270403,140
7013,L54503,L,301.7663713,305.9411524,1209,20.15925803,127
1941,M22184,M,295.9256941,309.7836028,1771,13.22729717,4
8118,L54505,L,297.08286,312.2142937,2452,67.01681336,122
6343,M22186,M,297.2739963,310.1543607,1215,7.88937976,126
1761,M22187,M,302.0909869,307.8840529,2777,12.36197975,174
5774,L54508,L,297.040076,312.0679642,1895,8.434340177,166
3946,M22189,M,300.5761242,307.8847077,2637,34.64784955,17
2702,H36744,H,297.2802431,311.6375574,1388,42.57441687,250
1029,L54511,L,303.2269495,310.6430935,2812,5.246880418,147
6311,M22192,M,303.9681062,307.07697,2838,41.33467295,246
4481,M22193,M,300.0701354,313.0315844,2107,32.46568951,129
3704,L54514,L,298.5412417,307.3252138,1510,60.12136928,39
7260,L54515,L,297.4533315,313.7156553,2429,64.22084206,157
742,H36750,H,295.7579852,305.759215,1322,53.66562937,9
9968,L54517,L,297.7702007,307.8342154,2105,38.27047497,63
2235,L54518,L,301.3189692,307.3188684,2008,19.53561772,41
1614,L54519,L,300.2092758,305.8133466,2247,65.46996234,202
3537,L54520,L,303.9851798,311.63218,1554,28.6735134,180
558,L54521,L,298.9457508,311.316749,2061,29.73804939,92
7431,M22202,M,301.6835427,312.1180428,2506,70.48564064,180
6063,L54523,L,299.8017693,307.7792582,1205,74.82348021,39
9560,L54524,L,300.0157012,309.2991149,2532,69.18393362,143
858,L54525,L,297.7635237,311.0388195,2018,76.47148788,175
1811,L54526,L,299.4855471,309.2621249,1896,67.05656384,124
2357,L54527,L,299.631222,311.3483387,1398,55.07722728,60
4066,H36762,H,301.8011112,310.8351846,1619,25.19005229,219
3507,L54529,L,303.953888,306.6286472,2533,73.17527316,208
4388,L54530,L,298.3297558,312.0264493,2644,67.61843334,165
7331,L54531,L,295.6882443,311.5374785,1424,21.32636649,113
8939,M22212,M,299.8659152,311.0122585,1601,39.41102805,240
6936,L54533,L,300.3090443,306.9562582,1376,8.900052094,43
241,M22214,M,296.8496531,307.8707712,2392,73.20088525,142
5021,L54535,L,302.2962744,308.884734,1304,45.49753426,94
7913,L54536,L,304.3613478,307.9674299,2831,21.65059974,60
1153,L54537,L,304.0011274,307.5452634,1732,25.08667003,6
9145,M22218,M,297.1133756,312.2233971,2023,75.19178393,123
3940,M22219,M,303.3533418,310.8696812,2585,48.61672044,237
2575,L54540,L,301.7813415,310.2803243,2787,34.42573143,29
3301,L54541,L,299.4753884,307.530217,1888,40.18874962,163
4838,L54542,L,300.2736211,313.1364202,2012,10.97444527,112
8368,L54543,L,303.1163216,307.2485826,1203,9.261656933,89
6948,L54544,L,299.7172414,312.1391026,2406,46.94912371,138
6902,L54545,L,298.7335078,313.5300486,1194,41.07389385,122
1077,H36780,H,299.8378769,311.5894511,2849,29.94635233,197
335,M22227,M,300.6279942,313.7421561,1185,45.01309574,105
6437,M22228,M,297.0395144,310.973514,1797,9.090809119,156
1731,M22229,M,303.5883511,307.4614288,2328,72.52255728,91
5256,M22230,M,301.5025199,307.3509379,1746,25.18221087,206
3854,L54551,L,301.126074,308.3289707,2070,9.025495961,92
1725,L54552,L,296.2153653,305.7577532,2142,16.13991104,133
803,L54553,L,300.8584002,311.2217576,2221,10.75050097,111
912,L54554,L,296.4128381,307.8762091,2264,16.80240792,203
3068,M22235,M,296.0240186,312.3029842,1290,34.13969519,50
7022,L54556,L,300.1512602,308.6092985,2124,57.53010508,79
8528,L54557,L,299.0056269,309.5876476,2168,23.62695969,109
8188,L54558,L,300.7170545,313.5220802,2154,35.53545808,37
4333,M22239,M,296.1208439,307.6615942,2419,71.41353056,249
2016,L54560,L,299.2650442,311.5421582,1505,25.33582262,200
3660,L54561,L,296.9080378,311.8164541,2158,61.65559804,21
399,L54562,L,304.3813208,307.4900851,1440,15.28906832,224
4098,M22243,M,300.462582,309.7580744,2628,16.78182313,89
8070,L54564,L,301.6244191,308.5366356,2069,37.00792919,181
16,M22245,M,298.2938482,311.9524406,1206,20.84264383,167
4375,M22246,M,296.171598,310.7421149,1849,69.54044377,134
5471,H36801,H,304.2780119,309.5554627,1593,7.494766794,109
6514,M22248,M,297.9335831,312.0128424,1482,47.28144282,223
1577,L54569,L,299.1990353,307.6047601,1781,47.78790004,167
8570,M22250,M,301.2787481,311.8043372,2700,8.606687523,106
5175,L54571,L,295.5272151,312.7095319,1922,57.13067484,123
5486,M22252,M,302.754384,312.8168349,1324,37.93574124,23
9572,M22253,M,300.2365193,312.0477561,2039,56.43974159,40
5916,L54574,L,297.8595981,309.0049148,1944,64.00013898,50
8946,M22255,M,295.8667935,313.652645,1424,27.30707282,166
1308,L54576,L,296.7949854,308.7747085,2022,39.07057228,101
9851,L54577,L,303.5343115,310.8728657,1802,22.78338477,113
4533,M22258,M,301.6114229,307.0047008,1623,18.47018014,228
